CustomerId,total_amount,avg_amount,std_amount,transaction_count,fraud_count,ProductCategory,ChannelId,CurrencyCode,is_high_risk
CustomerId_1196,19000.0,3166.6666666666665,6266.31204670392,6,0,airtime,ChannelId_3,UGX,1
CustomerId_1197,9000.0,2250.0,6601.767440112787,4,0,airtime,ChannelId_3,UGX,1
CustomerId_1198,9000.0,2250.0,6601.767440112787,4,0,airtime,ChannelId_3,UGX,1
CustomerId_12,-10000.0,-10000.0,0.0,1,0,airtime,ChannelId_2,UGX,1
CustomerId_1200,9000.0,2250.0,6601.767440112787,4,0,airtime,ChannelId_3,UGX,1
CustomerId_1201,542517.5,3135.9393063583816,8880.120804886395,173,0,airtime,ChannelId_3,UGX,0
CustomerId_1202,130000.0,4482.758620689655,6598.813148996527,29,0,airtime,ChannelId_3,UGX,0
CustomerId_1203,38530.0,856.2222222222222,1996.2786844172297,45,0,financial_services,ChannelId_2,UGX,0
CustomerId_1204,9000.0,2250.0,6601.767440112787,4,0,airtime,ChannelId_3,UGX,1
CustomerId_1208,19770.0,2196.6666666666665,3365.0334322261942,9,0,financial_services,ChannelId_2,UGX,1
CustomerId_1209,30000.0,5000.0,6511.528238439882,6,0,airtime,ChannelId_3,UGX,0
CustomerId_1210,25000.0,8333.333333333334,25181.01136438593,3,0,tv,ChannelId_5,UGX,1
CustomerId_1211,200000.0,100000.0,0.0,2,0,financial_services,ChannelId_3,UGX,1
CustomerId_1212,39000.0,2294.1176470588234,4928.992111506582,17,0,airtime,ChannelId_3,UGX,1
CustomerId_1214,104825.0,2382.3863636363635,5690.768175619785,44,0,financial_services,ChannelId_2,UGX,0
CustomerId_1215,1000.0,1000.0,0.0,1,0,airtime,ChannelId_3,UGX,1
CustomerId_1217,29000.0,3222.222222222222,6255.553088612104,9,0,airtime,ChannelId_3,UGX,1
CustomerId_1218,139055.0,1931.3194444444443,1964.8128235863244,72,0,airtime,ChannelId_3,UGX,0
CustomerId_1219,3850.0,641.6666666666666,841.080654079421,6,0,financial_services,ChannelId_2,UGX,0
CustomerId_1220,40000.0,3076.923076923077,5488.040610599537,13,0,airtime,ChannelId_3,UGX,0
CustomerId_1221,20000.0,4000.0,6745.368781616021,5,0,airtime,ChannelId_3,UGX,0
CustomerId_1222,82980.0,1844.0,7714.81533685792,45,0,financial_services,ChannelId_2,UGX,0
CustomerId_1223,21500.0,7166.666666666667,11116.804097101529,3,0,financial_services,ChannelId_3,UGX,0
CustomerId_1224,10000.0,10000.0,0.0,1,0,financial_services,ChannelId_3,UGX,0
CustomerId_1225,1000.0,1000.0,0.0,1,0,financial_services,ChannelId_3,UGX,0
CustomerId_1226,10700.0,1337.5,2290.4693842092715,8,0,financial_services,ChannelId_2,UGX,1
CustomerId_1227,73233.6,2816.6769230769232,3686.5900224796014,26,0,financial_services,ChannelId_2,UGX,0
CustomerId_1228,20000.0,4000.0,6745.368781616021,5,0,airtime,ChannelId_3,UGX,0
CustomerId_1229,-50.0,-16.666666666666668,1000.4165798972612,3,0,financial_services,ChannelId_2,UGX,0
CustomerId_1231,2000.0,2000.0,0.0,1,0,airtime,ChannelId_3,UGX,1
CustomerId_1232,5000.0,5000.0,0.0,1,0,financial_services,ChannelId_3,UGX,0
CustomerId_1233,1000.0,1000.0,0.0,1,0,airtime,ChannelId_3,UGX,0
CustomerId_1234,40000.0,3333.333333333333,7270.404932243312,12,0,airtime,ChannelId_3,UGX,1
CustomerId_1235,19000.0,3166.6666666666665,6104.643041707408,6,0,airtime,ChannelId_3,UGX,1
CustomerId_1236,8765.0,1095.625,2169.185886620666,8,0,financial_services,ChannelId_2,UGX,1
CustomerId_1237,1000.0,1000.0,0.0,1,0,airtime,ChannelId_3,UGX,0
CustomerId_1238,20000.0,4000.0,6745.368781616021,5,0,airtime,ChannelId_3,UGX,0
CustomerId_1240,34000.0,5666.666666666667,7527.72652709081,6,0,airtime,ChannelId_3,UGX,1
CustomerId_1241,30000.0,4285.714285714285,6102.302453836194,7,0,airtime,ChannelId_3,UGX,0
CustomerId_1242,842504.0,5542.789473684211,9263.462969135824,152,0,airtime,ChannelId_3,UGX,0
CustomerId_1244,5000.0,5000.0,0.0,1,0,financial_services,ChannelId_3,UGX,1
CustomerId_1245,135000.0,4655.172413793103,6136.98310054335,29,0,airtime,ChannelId_3,UGX,0
CustomerId_1246,79000.0,4157.894736842105,6048.536626460769,19,0,airtime,ChannelId_3,UGX,0
CustomerId_1247,60000.0,4615.384615384615,9197.26826779254,13,0,airtime,ChannelId_3,UGX,0
CustomerId_1250,661899.15,2424.539010989011,4614.518775738537,273,0,financial_services,ChannelId_2,UGX,0
CustomerId_1252,80000.0,4210.526315789473,6058.317949255305,19,0,airtime,ChannelId_3,UGX,0
CustomerId_1253,20000.0,4000.0,6745.368781616021,5,0,airtime,ChannelId_3,UGX,0
CustomerId_1256,20000.0,3333.333333333333,7814.516406449389,6,0,airtime,ChannelId_3,UGX,0
CustomerId_1257,17025.0,1418.75,1903.835990119088,12,0,financial_services,ChannelId_3,UGX,0
CustomerId_1258,30000.0,4285.714285714285,6163.448323633065,7,0,airtime,ChannelId_3,UGX,0
CustomerId_1259,17213.5,1075.84375,1617.5299246974278,16,0,airtime,ChannelId_3,UGX,1
CustomerId_1260,40000.0,4444.444444444444,6463.573143221772,9,0,airtime,ChannelId_3,UGX,0
CustomerId_1262,10040.0,1115.5555555555557,791.5034919555173,9,0,financial_services,ChannelId_2,UGX,0
CustomerId_1263,19000.0,3800.0,6685.805860178712,5,0,airtime,ChannelId_3,UGX,1
CustomerId_1265,250500.0,2582.474226804124,4735.234238514465,97,0,airtime,ChannelId_3,UGX,0
CustomerId_1266,9470.0,473.5,476.7408542439625,20,0,airtime,ChannelId_3,UGX,0
CustomerId_1267,-20.0,-6.666666666666667,1000.0666644445926,3,0,financial_services,ChannelId_2,UGX,0
CustomerId_1268,1000000.0,1000000.0,0.0,1,0,financial_services,ChannelId_3,UGX,0
CustomerId_1269,2000.0,666.6666666666666,3785.9388972001834,3,0,financial_services,ChannelId_2,UGX,1
CustomerId_1270,50904.0,1542.5454545454545,1915.43306282987,33,0,financial_services,ChannelId_3,UGX,0
CustomerId_1271,5550.0,925.0,503.7360419902471,6,0,financial_services,ChannelId_2,UGX,0
CustomerId_1272,4500.0,1500.0,866.0254037844386,3,0,airtime,ChannelId_3,UGX,1
CustomerId_1273,19000.0,3166.6666666666665,7626.707459098367,6,0,airtime,ChannelId_3,UGX,1
CustomerId_1274,5000.0,5000.0,0.0,1,0,financial_services,ChannelId_3,UGX,1
CustomerId_1275,712156.5,2814.8478260869565,9503.242723171974,253,0,financial_services,ChannelId_2,UGX,0
CustomerId_1276,581500.0,6761.627906976744,21603.4755842374,86,0,airtime,ChannelId_3,UGX,0
CustomerId_1277,160910.0,2681.833333333333,7224.056208761435,60,0,airtime,ChannelId_3,UGX,0
CustomerId_1279,29000.0,4142.857142857143,7425.823667638301,7,0,airtime,ChannelId_3,UGX,1
CustomerId_1280,105203.0,2390.9772727272725,3286.966782214027,44,0,airtime,ChannelId_3,UGX,0
CustomerId_1281,180000.0,6000.0,9098.806287753849,30,0,airtime,ChannelId_3,UGX,0
CustomerId_1282,10000.0,10000.0,0.0,1,0,airtime,ChannelId_3,UGX,0
CustomerId_1283,17905.0,942.3684210526316,382.45685457844144,19,0,financial_services,ChannelId_2,UGX,1
CustomerId_1285,2950.0,737.5,525.0,4,0,airtime,ChannelId_3,UGX,1
CustomerId_1286,74269.0,2652.464285714286,3371.4044631626152,28,0,financial_services,ChannelId_2,UGX,0
CustomerId_1287,29000.0,4142.857142857143,7425.823667638301,7,0,airtime,ChannelId_3,UGX,1
CustomerId_1288,16370.0,1169.2857142857142,837.3260029193141,14,0,financial_services,ChannelId_2,UGX,0
CustomerId_1294,64178.0,5348.166666666667,6787.470031185584,12,0,utility_bill,ChannelId_3,UGX,0
CustomerId_1295,92150.0,6143.333333333333,6625.676964514286,15,0,airtime,ChannelId_3,UGX,1
CustomerId_1296,-525.0,-175.0,761.1668673819164,3,0,financial_services,ChannelId_2,UGX,1
CustomerId_1297,5000.0,5000.0,0.0,1,0,financial_services,ChannelId_3,UGX,1
CustomerId_1298,407980.0,20399.0,43873.992044202416,20,0,financial_services,ChannelId_2,UGX,0
CustomerId_1299,216780.0,6021.666666666667,14360.298743410596,36,0,financial_services,ChannelId_2,UGX,0
CustomerId_13,-10000.0,-10000.0,0.0,1,0,airtime,ChannelId_2,UGX,1
CustomerId_1300,20000.0,3333.333333333333,6088.2400303098,6,0,airtime,ChannelId_3,UGX,0
CustomerId_1301,90000.0,5000.0,6240.28656958863,18,0,airtime,ChannelId_3,UGX,0
CustomerId_1302,7740285.0,430015.8333333333,1235636.027663308,18,3,financial_services,ChannelId_3,UGX,0
CustomerId_1303,100000.0,4761.9047619047615,6268.211562357815,21,0,airtime,ChannelId_3,UGX,0
CustomerId_1304,150000.0,50000.0,0.0,3,0,airtime,ChannelId_3,UGX,0
CustomerId_1306,61860.0,1014.0983606557376,1984.3446668435909,61,0,financial_services,ChannelId_2,UGX,1
CustomerId_1307,253650.0,14920.588235294115,32368.421430189534,17,0,financial_services,ChannelId_2,UGX,0
CustomerId_1308,148558.0,9903.866666666669,25991.4281745421,15,0,airtime,ChannelId_3,UGX,0
CustomerId_1310,10000.0,10000.0,0.0,1,0,financial_services,ChannelId_3,UGX,0
CustomerId_1311,41740.0,1264.8484848484848,1393.6521741725078,33,0,financial_services,ChannelId_2,UGX,0
CustomerId_1312,1000.0,1000.0,0.0,1,0,financial_services,ChannelId_3,UGX,0
CustomerId_1313,19000.0,3166.6666666666665,7626.707459098367,6,0,airtime,ChannelId_3,UGX,1
CustomerId_1316,30000.0,15000.0,7071.067811865475,2,0,financial_services,ChannelId_3,UGX,0
CustomerId_1317,45000.0,4500.0,6186.903731090195,10,0,airtime,ChannelId_3,UGX,0
CustomerId_1318,4986.0,712.2857142857143,1130.3754117232786,7,0,financial_services,ChannelId_2,UGX,1
CustomerId_1320,10000.0,5000.0,0.0,2,0,movies,ChannelId_3,UGX,1
CustomerId_1321,60000.0,30000.0,28284.2712474619,2,0,airtime,ChannelId_3,UGX,1
CustomerId_1322,2950.0,491.6666666666667,842.8621872326856,6,0,financial_services,ChannelId_2,UGX,1
CustomerId_1323,60000.0,4000.0,6020.797289396148,15,0,airtime,ChannelId_3,UGX,0
CustomerId_1324,674696.0,14993.244444444445,35146.98168933866,45,0,financial_services,ChannelId_2,UGX,0
CustomerId_1325,41280.0,8256.0,10833.867268893411,5,0,airtime,ChannelId_3,UGX,1
CustomerId_1326,13000.0,4333.333333333333,1154.7005383792514,3,0,airtime,ChannelId_3,UGX,1
CustomerId_1328,1000.0,1000.0,0.0,1,0,airtime,ChannelId_3,UGX,0
CustomerId_1329,32000.0,4571.428571428572,8263.517065131184,7,0,airtime,ChannelId_3,UGX,0
CustomerId_1330,40000.0,5714.285714285715,9516.902257112266,7,0,airtime,ChannelId_3,UGX,0
CustomerId_1331,66000.0,5500.0,5916.079783099616,12,0,airtime,ChannelId_3,UGX,0
CustomerId_1332,3000.0,1500.0,707.1067811865476,2,0,financial_services,ChannelId_3,UGX,1
CustomerId_1335,200848.5,1777.4203539823009,4404.376749004483,113,0,airtime,ChannelId_5,UGX,0
CustomerId_1338,22000.0,11000.0,12727.922061357856,2,0,financial_services,ChannelId_3,UGX,1
CustomerId_1339,19000.0,3800.0,6685.805860178712,5,0,airtime,ChannelId_3,UGX,1
CustomerId_1341,21560.0,1960.0,2140.1869077255847,11,0,airtime,ChannelId_3,UGX,1
CustomerId_1343,1000.0,1000.0,0.0,1,0,airtime,ChannelId_3,UGX,1
CustomerId_1349,8000.0,1142.857142857143,377.9644730092272,7,0,airtime,ChannelId_3,UGX,1
CustomerId_1351,95100.0,6340.0,14258.721641758171,15,0,financial_services,ChannelId_2,UGX,1
CustomerId_1353,2000000.0,2000000.0,0.0,1,0,financial_services,ChannelId_3,UGX,0
CustomerId_1355,10000.0,2000.0,0.0,5,0,financial_services,ChannelId_3,UGX,1
CustomerId_1356,5000.0,5000.0,0.0,1,0,financial_services,ChannelId_3,UGX,1
CustomerId_1357,100.0,100.0,0.0,1,0,airtime,ChannelId_3,UGX,0
CustomerId_1358,1950.0,325.0,986.6610360199696,6,0,financial_services,ChannelId_2,UGX,0
CustomerId_1359,40000.0,4444.444444444444,6463.573143221772,9,0,airtime,ChannelId_3,UGX,0
CustomerId_1360,10000.0,10000.0,0.0,1,0,financial_services,ChannelId_3,UGX,1
CustomerId_1361,10500.0,1166.6666666666667,2260.530911091463,9,0,financial_services,ChannelId_2,UGX,1
CustomerId_1362,80000.0,4000.0,7156.153038874272,20,0,airtime,ChannelId_3,UGX,0
CustomerId_1363,5000.0,5000.0,0.0,1,0,financial_services,ChannelId_3,UGX,1
CustomerId_1365,18500.0,4625.0,6209.87117418711,4,0,financial_services,ChannelId_2,UGX,0
CustomerId_1366,900.0,180.0,843.0599029724993,5,0,financial_services,ChannelId_2,UGX,0
CustomerId_1367,20000.0,3333.333333333333,6088.2400303098,6,0,airtime,ChannelId_3,UGX,0
CustomerId_1369,19000.0,3166.6666666666665,7626.707459098367,6,0,airtime,ChannelId_3,UGX,1
CustomerId_1370,112850.0,16121.42857142857,23193.81844987397,7,0,financial_services,ChannelId_2,UGX,1
CustomerId_1372,500.0,500.0,0.0,1,0,financial_services,ChannelId_3,UGX,0
CustomerId_1373,10000.0,10000.0,0.0,1,0,financial_services,ChannelId_3,UGX,1
CustomerId_1375,30000.0,10000.0,8660.254037844386,3,0,financial_services,ChannelId_3,UGX,0
CustomerId_1376,220000.0,110000.0,127279.22061357855,2,0,financial_services,ChannelId_3,UGX,1
CustomerId_1377,-20.0,-6.666666666666667,1000.0666644445926,3,0,financial_services,ChannelId_2,UGX,0
CustomerId_1378,50000.0,3846.153846153846,8060.667402539258,13,0,airtime,ChannelId_3,UGX,0
CustomerId_1379,1000.0,1000.0,0.0,1,0,airtime,ChannelId_3,UGX,1
